StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,MobileDev,Q_TotalDuration,AmazonId,treatment
2021-12-08 10:07:42,2021-12-08 10:10:29,IP Address,163.123.221.190,100,166,True,2021-12-08 10:10:29,R_27EbTwVspFIhnSJ,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,I agree to participate,Somewhat familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Neither agree nor disagree,More likely,Conservative,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",26,"$35,000 to $49,999",Male,"Catholic ",very good survey,0,166,AM9HHSRDY3X37,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:14,2021-12-08 10:10:30,IP Address,208.195.17.199,100,196,True,2021-12-08 10:10:30,R_zSEyzeVyPg533Pj,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Agree,Significantly more likely,Conservative,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Master's degree,"White, not Hispanic/Latino",34,"$35,000 to $49,999",Male,"Catholic ",good task,0,196,A3K257A0VD2042,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:30,2021-12-08 10:10:31,IP Address,79.110.180.102,100,180,True,2021-12-08 10:10:31,R_10AHyBRB1vDsgFt,,,,,33.4474945068359375,-112.08660125732421875,anonymous,EN,I agree to participate,Very familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle somewhat less refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Agree,Strongly agree,More likely,Moderate,Democratic,Immigrant (foreign born),Bachelor's degree,Hispanic or Latino,32,"$50,000 to $74,999",Male,"Catholic ",GOOD,0,180,A3QLVGDXLX5GDF,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:09:52,2021-12-08 10:10:35,IP Address,174.247.192.149,100,43,True,2021-12-08 10:10:36,R_3OdZLnB1ActoVDQ,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,I agree to participate,Very familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Strongly disagree,Disagree,More likely,Conservative,Independent,"Not an immigrant, parents and grandparents are not immigrants",Some college coursework completed,"White, not Hispanic/Latino",34,"$20,000 to $34,999",Male,Agnostic,AUCHGHY1IKZZK,1,43,AUCHGHY1IKZZK,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:06:40,2021-12-08 10:10:36,IP Address,47.212.87.73,100,235,True,2021-12-08 10:10:36,R_2wh2OYstNaFQF3m,,,,,35.8307952880859375,-90.702301025390625,anonymous,EN,I agree to participate,Not famiiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle somewhat less refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Strongly disagree,Neither agree nor disagree,Significantly less likely,Conservative,Republican,"Not an immigrant, parents and grandparents are not immigrants",Technical or occupational certificate,"White, not Hispanic/Latino",39,"$20,000 to $34,999",Male,Other,,0,235,AB09F0Q4T10TE,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:08:19,2021-12-08 10:10:38,IP Address,106.220.247.121,100,138,True,2021-12-08 10:10:38,R_3FOvyN9LaRqQA5p,,,,,11.0142059326171875,76.994110107421875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Disagree,Neither agree nor disagree,More likely,Very Conservative,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",25,"$50,000 to $74,999",Female,"Catholic ",It is a good survey,0,138,A2D7FL0X11QF7X,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:56,2021-12-08 10:10:45,IP Address,155.193.49.49,100,169,True,2021-12-08 10:10:46,R_2TGKIJT8k4AafYI,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Agree,More likely,Very Conservative,Republican,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",40,"$50,000 to $74,999",Male,Jewish,very intersting,0,169,A2U2NMH86QA3KG,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:08:44,2021-12-08 10:10:47,IP Address,196.17.65.44,100,122,True,2021-12-08 10:10:47,R_1OxiOxJIh7kaNz4,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Strongly agree,Significantly more likely,Very Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",31,"$50,000 to $74,999",Male,"Catholic ",nice survey,0,122,A23AF0YJOYHY0E,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:09:57,2021-12-08 10:10:48,IP Address,208.203.223.209,100,50,True,2021-12-08 10:10:48,R_1hKCdlY7eWD6qiw,,,,,39.79510498046875,-76.979400634765625,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Agree,More likely,Very Conservative,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",25,"$50,000 to $74,999",Female,"Catholic ",nice,0,50,A30ZVWM9FUMKE2,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:05:50,2021-12-08 10:10:48,IP Address,72.182.160.80,100,298,True,2021-12-08 10:10:49,R_3rIDiuefSeiMXsU,,,,,32.6609039306640625,-97.03420257568359375,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Neither agree nor disagree,Disagree,More likely,Conservative,Republican,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Associate degree,"White, not Hispanic/Latino",32,"$20,000 to $34,999",Male,"Catholic ",,0,298,A2WYCY1FMQOD5F,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:53,2021-12-08 10:10:51,IP Address,72.1.111.209,100,178,True,2021-12-08 10:10:51,R_3IVJLJusURPiaHp,,,,,39.51019287109375,-104.7216033935546875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly decrease admissions of refugees and asylum seekers.,My city of residence should resettle somewhat less refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Strongly disagree,Agree,Significantly less likely,Very Conservative,Republican,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",57,"$75,000 to $99,999",Male,Protestant,,0,178,A2OD718YCJ4TQ1,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:08:56,2021-12-08 10:10:53,IP Address,63.75.245.5,100,116,True,2021-12-08 10:10:53,R_27sv3De2sA0j0Re,,,,,43.4322967529296875,-124.213104248046875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Agree,Neither agree nor disagree,More likely,Conservative,Democratic,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",38,"$75,000 to $99,999",Male,"Catholic ",nice survey,0,116,A3CVLO2XLVZS18,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:09:26,2021-12-08 10:10:53,IP Address,97.103.30.50,100,86,True,2021-12-08 10:10:53,R_2YbSidczGlpeejn,,,,,28.91070556640625,-81.19570159912109375,anonymous,EN,I agree to participate,Not famiiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",High school or equivalent,"White, not Hispanic/Latino",40,"$35,000 to $49,999",Male,Other,,0,86,AXMPSUNKUBEIL,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:09:07,2021-12-08 10:10:53,IP Address,24.181.124.114,100,106,True,2021-12-08 10:10:54,R_3phF3ev6ezKb9cE,,,,,33.5283050537109375,-86.574798583984375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Strongly agree,Agree,More likely,Very Conservative,Republican,"Not an immigrant, parents and grandparents are not immigrants",Master's degree,"White, not Hispanic/Latino",40,"$50,000 to $74,999",Female,"Catholic ",good,0,106,AA599EW2ZYUXD,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:09:46,2021-12-08 10:10:54,IP Address,72.49.174.202,100,68,True,2021-12-08 10:10:54,R_120etB2qslGQIql,,,,,39.3433990478515625,-84.40090179443359375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Strongly agree,More likely,Very Liberal,Democratic,Immigrant (foreign born),Master's degree,"Black or African American, not Hispanic/Latino",34,"$35,000 to $49,999",Male,"Catholic ",Nothing,0,68,A10RZ4NVA82XGU,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:07:20,2021-12-08 10:10:58,IP Address,35.138.147.110,100,217,True,2021-12-08 10:10:58,R_2P7EteeAv6CZz2X,,,,,27.4503021240234375,-82.3762969970703125,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat less refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,Hispanic or Latino,58,"$35,000 to $49,999",Male,"Catholic ",well paid good survey.,0,217,AS1ZGA84IM7JD,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:09:42,2021-12-08 10:11:00,IP Address,68.118.143.12,100,77,True,2021-12-08 10:11:00,R_RCFkmgODIunkRt7,,,,,34.480194091796875,-117.4093017578125,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Neither agree nor disagree,Neither agree nor disagree,More likely,Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",25,"$50,000 to $74,999",Female,Jewish,NICE,0,77,A1DAE5BXJ5ED9O,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:08:51,2021-12-08 10:11:01,IP Address,160.202.94.155,100,129,True,2021-12-08 10:11:01,R_2mYyxNntXukccsp,,,,,33.4474945068359375,-112.08660125732421875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Agree,Significantly more likely,Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",44,"$50,000 to $74,999",Female,"Catholic ",I like the study and very useful.,0,129,A3G7FKMCGW0XFU,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:09:04,2021-12-08 10:11:03,IP Address,73.57.100.29,100,119,True,2021-12-08 10:11:03,R_3mlTELBUiUoDDd0,,,,,26.0619964599609375,-80.33679962158203125,anonymous,EN,I agree to participate,Not famiiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Neither agree nor disagree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",32,"$35,000 to $49,999",Male,Protestant,none.,0,119,A50K26F2IS94U,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:40,2021-12-08 10:11:05,IP Address,154.13.48.25,100,204,True,2021-12-08 10:11:05,R_1FnY1HyfGBRnvPD,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Neither agree nor disagree,Neither agree nor disagree,More likely,Very Liberal,Democratic,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",35,"$50,000 to $74,999",Female,"Catholic ",EXCELLENT,0,204,APUQ5SQQK1PYD,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:08:58,2021-12-08 10:11:05,IP Address,95.164.238.102,100,127,True,2021-12-08 10:11:05,R_2zraAaH9beEMieZ,,,,,34.0446929931640625,-118.2946014404296875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Agree,Agree,Less likely,Conservative,Republican,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",31,"Less than $20,000",Female,Muslim,GOOD,0,127,A1AB0GK51BW3CU,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:09:45,2021-12-08 10:11:07,IP Address,139.60.81.249,100,81,True,2021-12-08 10:11:07,R_cuQ82NoNAAmpKlb,,,,,38.1985931396484375,-88.6365966796875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Agree,Significantly more likely,Very Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"Black or African American, not Hispanic/Latino",42,"$50,000 to $74,999",Male,"Catholic ",very nice survey.,0,81,A2ULK971YXBM88,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:09:44,2021-12-08 10:11:07,IP Address,202.182.67.125,100,82,True,2021-12-08 10:11:08,R_2SiCsy1j0IGpYyP,,,,,40.6078033447265625,-73.821502685546875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Strongly agree,Significantly more likely,Very Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"Black or African American, not Hispanic/Latino",45,"$20,000 to $34,999",Female,"Catholic ",Good,0,82,A1M7P9HLEKE0YN,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:07:11,2021-12-08 10:11:08,IP Address,172.98.190.11,100,237,True,2021-12-08 10:11:08,R_24qPTpgB7NHHlSB,,,,,42.335296630859375,-83.28639984130859375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Neither agree nor disagree,No change,Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",26,"$35,000 to $49,999",Female,Other,NO,0,237,AP4FJ47D2L0D8,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:08:53,2021-12-08 10:11:09,IP Address,172.125.22.249,100,135,True,2021-12-08 10:11:09,R_3g5fGxcexFnTEMU,,,,,34.74560546875,-92.3419036865234375,anonymous,EN,I agree to participate,Somewhat familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Agree,More likely,Conservative,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"Black or African American, not Hispanic/Latino",28,"$75,000 to $99,999",Male,"Catholic ",It was interesting to do,0,135,A1WZKSPWP1C44F,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:08:12,2021-12-08 10:11:09,IP Address,24.12.178.51,100,177,True,2021-12-08 10:11:10,R_Xq463zsNxHIv8Wt,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,I agree to participate,Not famiiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly less dangerous than the average resident in the US.,Agree,Disagree,No change,Liberal,Democratic,"Not an immigrant, but at least one parent is an immigrant",Bachelor's degree,"Asian or Pacific Islander, not Hispanic/Latino",37,"$50,000 to $74,999",Male,None,no,0,177,A3VYBAO7UQQHGC,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:10:16,2021-12-08 10:11:13,IP Address,67.243.227.70,100,56,True,2021-12-08 10:11:13,R_yDRrrzHHF6qhfcR,,,,,40.76300048828125,-73.9925994873046875,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle somewhat less refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Disagree,Neither agree nor disagree,Less likely,Moderate,Independent,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",29,"$50,000 to $74,999",Male,None,,0,56,A2KOECHP94T0TI,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:09:00,2021-12-08 10:11:15,IP Address,202.182.64.169,100,134,True,2021-12-08 10:11:15,R_3oLSZhl34i2vR5M,,,,,40.6078033447265625,-73.821502685546875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Neither agree nor disagree,Agree,Less likely,Moderate,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",49,"$35,000 to $49,999",Male,"Catholic ",Nice,0,134,A324ZRGJQUTQ78,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:07:09,2021-12-08 10:11:16,IP Address,47.134.64.249,100,246,True,2021-12-08 10:11:16,R_2CHVOSxj2K1XY5S,,,,,36.7328033447265625,-76.5897979736328125,anonymous,EN,I agree to participate,Somewhat familiar,The United States should greatly decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Disagree,Disagree,Significantly less likely,Conservative,Republican,"Not an immigrant, but at least one parent is an immigrant",Some college coursework completed,"Asian or Pacific Islander, not Hispanic/Latino",32,"$20,000 to $34,999",Male,Atheist,"the refugee system has been taken advantage of for people to skip the immigration process. i support immigration, but it has to be legal",0,246,A1N3YG2X9SO4PN,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:09:55,2021-12-08 10:11:17,IP Address,154.13.48.240,100,81,True,2021-12-08 10:11:17,R_31Xz4ivw8q3jAqI,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Agree,Agree,More likely,Moderate,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",32,"$50,000 to $74,999",Male,Protestant,good,0,81,A17EFMUJ0TLV2C,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:09:22,2021-12-08 10:11:18,IP Address,65.49.95.32,100,115,True,2021-12-08 10:11:18,R_1mVhQVTTwLKJocO,,,,,39.9705047607421875,-111.812896728515625,anonymous,EN,I agree to participate,Not famiiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Neither agree nor disagree,No change,Conservative,Independent,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",38,"Less than $20,000",Female,Other,no,0,115,A2OFN0A5CPLH57,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:09:52,2021-12-08 10:11:18,IP Address,184.103.35.224,100,86,True,2021-12-08 10:11:18,R_O1fbftFRIcgq6d3,,,,,33.4889068603515625,-112.2173004150390625,anonymous,EN,I agree to participate,Somewhat familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Neither agree nor disagree,Disagree,No change,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Associate degree,Hispanic or Latino,23,"$20,000 to $34,999",Male,Other,no comments,0,86,A2HFVL6GHX9R9V,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:08:30,2021-12-08 10:11:19,IP Address,154.13.55.45,100,168,True,2021-12-08 10:11:19,R_1QMyNfg5nB9tM79,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,I agree to participate,Somewhat familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Agree,Agree,More likely,Moderate,Democratic,"Not an immigrant, but at least one parent is an immigrant",Bachelor's degree,"White, not Hispanic/Latino",37,"$50,000 to $74,999",Female,Muslim,n/a,0,168,AAQEKEJK2OO1S,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:07:55,2021-12-08 10:11:20,IP Address,67.233.187.157,100,204,True,2021-12-08 10:11:20,R_2wBvzHRXIuL0F5N,,,,,28.927398681640625,-81.981903076171875,anonymous,EN,I agree to participate,Somewhat familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle somewhat less refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Neither agree nor disagree,Disagree,No change,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Associate degree,"White, not Hispanic/Latino",52,"$35,000 to $49,999",Male,"Catholic ",Have a nice day!,0,204,A17AF42SNQNH9C,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:57,2021-12-08 10:11:23,IP Address,45.90.222.160,100,205,True,2021-12-08 10:11:23,R_1nPafMm6pEjK6Bg,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Agree,More likely,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",60,"$50,000 to $74,999",Male,"Catholic ",It is really interesting to participate.,0,205,A3ELFY8YXCK4SU,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:09:39,2021-12-08 10:11:24,IP Address,65.129.99.128,100,105,True,2021-12-08 10:11:25,R_2TwaqxbHGgSANRj,,,,,43.7046051025390625,-116.35829925537109375,anonymous,EN,I agree to participate,Not famiiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Strongly disagree,Neither agree nor disagree,No change,Very Conservative,Other,"Not an immigrant, parents and grandparents are not immigrants",High school or equivalent,"White, not Hispanic/Latino",44,"Less than $20,000",Male,Protestant,,0,105,A2MCRVU8I9VNHG,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
