"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","base_knowledge","admission","acceptance","crime","influx","threat_perception","voting","ideology","party","immigrant_status","Q14","race","age","income","gender","religion","Q20","MobileDev","Q_TotalDuration","AmazonId","treatment","educ_d","education","age_binned","admission_dichotimized","acceptance_dichotimized","crime_dichotimized","influx_dichotimized","threat_dichotimized","voting_dichotimized","weight"
"120",423,"2021-12-08 10:09:57","2021-12-08 10:10:48","IP Address","208.203.223.209",100,50,"True","2021-12-08 10:10:48","R_1hKCdlY7eWD6qiw",NA,NA,NA,NA,39.7951049804688,-76.9794006347656,"anonymous","EN",1,2,2,1,0,1,1,1,2,"Democrat",0,"Bachelor's degree","White",25,"$50,000 to $74,999","Female","Catholic ","nice",0,50,"A30ZVWM9FUMKE2","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"121",424,"2021-12-08 10:05:50","2021-12-08 10:10:48","IP Address","72.182.160.80",100,298,"True","2021-12-08 10:10:49","R_3rIDiuefSeiMXsU",NA,NA,NA,NA,32.6609039306641,-97.0342025756836,"anonymous","EN",1,1,1,0,-1,0,-1,1,1,"Republican",0,"Associate degree","White",32,"$20,000 to $34,999","Male","Catholic ","",0,298,"A2WYCY1FMQOD5F","border security","Some college/Associates","Associate or less","25 to 39",0,0,1,0,1,0,1.63413831354338
"122",425,"2021-12-08 10:07:53","2021-12-08 10:10:51","IP Address","72.1.111.209",100,178,"True","2021-12-08 10:10:51","R_3IVJLJusURPiaHp",NA,NA,NA,NA,39.5101928710938,-104.721603393555,"anonymous","EN",1,2,-2,-1,0,-2,1,-2,2,"Republican",0,"Bachelor's degree","White",57,"$75,000 to $99,999","Male","Protestant","",0,178,"A2OD718YCJ4TQ1","border security","Bachelor's degree","Bachelor or higher","40 to 59",1,1,0,1,0,1,0.780842809307249
"123",426,"2021-12-08 10:08:56","2021-12-08 10:10:53","IP Address","63.75.245.5",100,116,"True","2021-12-08 10:10:53","R_27sv3De2sA0j0Re",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,2,2,0,-1,1,0,1,1,"Democrat",1,"Master's degree","White",38,"$75,000 to $99,999","Male","Catholic ","nice survey",0,116,"A3CVLO2XLVZS18","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"124",427,"2021-12-08 10:09:26","2021-12-08 10:10:53","IP Address","97.103.30.50",100,86,"True","2021-12-08 10:10:53","R_2YbSidczGlpeejn",NA,NA,NA,NA,28.9107055664062,-81.1957015991211,"anonymous","EN",1,0,2,2,0,1,-1,1,-1,"Democrat",0,"High school or equivalent","White",40,"$35,000 to $49,999","Male","Other","",0,86,"AXMPSUNKUBEIL","traditional security","High school or less","Associate or less","40 to 59",0,0,0,0,1,0,2.34375586293784
"125",428,"2021-12-08 10:09:07","2021-12-08 10:10:53","IP Address","24.181.124.114",100,106,"True","2021-12-08 10:10:54","R_3phF3ev6ezKb9cE",NA,NA,NA,NA,33.5283050537109,-86.5747985839844,"anonymous","EN",1,2,2,2,0,2,1,1,2,"Republican",0,"Master's degree","White",40,"$50,000 to $74,999","Female","Catholic ","good",0,106,"AA599EW2ZYUXD","border security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,0,0,0,0,0.780842809307249
"126",429,"2021-12-08 10:09:46","2021-12-08 10:10:54","IP Address","72.49.174.202",100,68,"True","2021-12-08 10:10:54","R_120etB2qslGQIql",NA,NA,NA,NA,39.3433990478516,-84.4009017944336,"anonymous","EN",1,2,2,2,-2,2,2,1,-2,"Democrat",1,"Master's degree","Black or African American",34,"$35,000 to $49,999","Male","Catholic ","Nothing",0,68,"A10RZ4NVA82XGU","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.422348538313275
"127",430,"2021-12-08 10:07:20","2021-12-08 10:10:58","IP Address","35.138.147.110",100,217,"True","2021-12-08 10:10:58","R_2P7EteeAv6CZz2X",NA,NA,NA,NA,27.4503021240234,-82.3762969970703,"anonymous","EN",1,2,1,-1,0,1,-1,1,-1,"Democrat",0,"Bachelor's degree","Hispanic or Latino",58,"$35,000 to $49,999","Male","Catholic ","well paid good survey.",0,217,"AS1ZGA84IM7JD","control","Bachelor's degree","Bachelor or higher","40 to 59",0,1,0,0,1,0,1.62337013184682
"128",431,"2021-12-08 10:09:42","2021-12-08 10:11:00","IP Address","68.118.143.12",100,77,"True","2021-12-08 10:11:00","R_RCFkmgODIunkRt7",NA,NA,NA,NA,34.4801940917969,-117.409301757812,"anonymous","EN",1,1,1,1,-1,0,0,1,-1,"Democrat",1,"Bachelor's degree","White",25,"$50,000 to $74,999","Female","Jewish","NICE",0,77,"A1DAE5BXJ5ED9O","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"129",432,"2021-12-08 10:08:51","2021-12-08 10:11:01","IP Address","160.202.94.155",100,129,"True","2021-12-08 10:11:01","R_2mYyxNntXukccsp",NA,NA,NA,NA,33.4474945068359,-112.086601257324,"anonymous","EN",1,2,2,1,-2,2,1,2,-1,"Republican",1,"Bachelor's degree","White",44,"$50,000 to $74,999","Female","Catholic ","I like the study and very useful.",0,129,"A3G7FKMCGW0XFU","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.780842809307249
"130",433,"2021-12-08 10:09:04","2021-12-08 10:11:03","IP Address","73.57.100.29",100,119,"True","2021-12-08 10:11:03","R_3mlTELBUiUoDDd0",NA,NA,NA,NA,26.0619964599609,-80.336799621582,"anonymous","EN",1,0,1,1,0,0,-1,1,-1,"Democrat",0,"Bachelor's degree","White",32,"$35,000 to $49,999","Male","Protestant","none.",0,119,"A50K26F2IS94U","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"131",434,"2021-12-08 10:07:40","2021-12-08 10:11:05","IP Address","154.13.48.25",100,204,"True","2021-12-08 10:11:05","R_1FnY1HyfGBRnvPD",NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN",1,2,2,1,-1,0,0,1,-2,"Democrat",1,"Master's degree","White",35,"$50,000 to $74,999","Female","Catholic ","EXCELLENT",0,204,"APUQ5SQQK1PYD","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"132",435,"2021-12-08 10:08:58","2021-12-08 10:11:05","IP Address","95.164.238.102",100,127,"True","2021-12-08 10:11:05","R_2zraAaH9beEMieZ",NA,NA,NA,NA,34.0446929931641,-118.29460144043,"anonymous","EN",1,2,2,2,-2,1,1,-1,1,"Republican",1,"Master's degree","White",31,"Less than $20,000","Female","Muslim","GOOD",0,127,"A1AB0GK51BW3CU","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,1,0.392022400771548
"133",436,"2021-12-08 10:09:45","2021-12-08 10:11:07","IP Address","139.60.81.249",100,81,"True","2021-12-08 10:11:07","R_cuQ82NoNAAmpKlb",NA,NA,NA,NA,38.1985931396484,-88.6365966796875,"anonymous","EN",1,2,2,1,-2,2,1,2,-2,"Republican",1,"Bachelor's degree","Black or African American",42,"$50,000 to $74,999","Male","Catholic ","very nice survey.",0,81,"A2ULK971YXBM88","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,1.6570889709336
"134",437,"2021-12-08 10:09:44","2021-12-08 10:11:07","IP Address","202.182.67.125",100,82,"True","2021-12-08 10:11:08","R_2SiCsy1j0IGpYyP",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,2,-2,2,2,2,-2,"Republican",1,"Bachelor's degree","Black or African American",45,"$20,000 to $34,999","Female","Catholic ","Good",0,82,"A1M7P9HLEKE0YN","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,1.6570889709336
"135",438,"2021-12-08 10:07:11","2021-12-08 10:11:08","IP Address","172.98.190.11",100,237,"True","2021-12-08 10:11:08","R_24qPTpgB7NHHlSB",NA,NA,NA,NA,42.3352966308594,-83.2863998413086,"anonymous","EN",1,2,2,1,0,1,0,0,-1,"Democrat",1,"Bachelor's degree","White",26,"$35,000 to $49,999","Female","Other","NO",0,237,"AP4FJ47D2L0D8","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"136",439,"2021-12-08 10:08:53","2021-12-08 10:11:09","IP Address","172.125.22.249",100,135,"True","2021-12-08 10:11:09","R_3g5fGxcexFnTEMU",NA,NA,NA,NA,34.74560546875,-92.3419036865234,"anonymous","EN",1,1,0,1,0,1,1,1,1,"Democrat",0,"Bachelor's degree","Black or African American",28,"$75,000 to $99,999","Male","Catholic ","It was interesting to do",0,135,"A1WZKSPWP1C44F","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.422348538313275
"137",440,"2021-12-08 10:08:12","2021-12-08 10:11:09","IP Address","24.12.178.51",100,177,"True","2021-12-08 10:11:10","R_Xq463zsNxHIv8Wt",NA,NA,NA,NA,41.9459991455078,-87.7033004760742,"anonymous","EN",1,0,1,2,2,1,-1,0,-1,"Democrat",0,"Bachelor's degree","Asian or Pacific Islander",37,"$50,000 to $74,999","Male","None","no",0,177,"A3VYBAO7UQQHGC","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.291904884323196
"138",441,"2021-12-08 10:10:16","2021-12-08 10:11:13","IP Address","67.243.227.70",100,56,"True","2021-12-08 10:11:13","R_yDRrrzHHF6qhfcR",NA,NA,NA,NA,40.7630004882812,-73.9925994873047,"anonymous","EN",1,1,-1,-1,0,-1,0,-1,0,"Other",0,"Bachelor's degree","White",29,"$50,000 to $74,999","Male","None","",0,56,"A2KOECHP94T0TI","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",1,1,0,1,0,1,0.470898209055271
"139",442,"2021-12-08 10:09:00","2021-12-08 10:11:15","IP Address","202.182.64.169",100,134,"True","2021-12-08 10:11:15","R_3oLSZhl34i2vR5M",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,1,1,0,1,-1,0,"Democrat",0,"Bachelor's degree","White",49,"$35,000 to $49,999","Male","Catholic ","Nice",0,134,"A324ZRGJQUTQ78","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,0,1,0.477924450816928
"140",443,"2021-12-08 10:07:09","2021-12-08 10:11:16","IP Address","47.134.64.249",100,246,"True","2021-12-08 10:11:16","R_2CHVOSxj2K1XY5S",NA,NA,NA,NA,36.7328033447266,-76.5897979736328,"anonymous","EN",1,1,-2,-2,0,-1,-1,-2,1,"Republican",0,"Some college coursework completed","Asian or Pacific Islander",32,"$20,000 to $34,999","Male","Atheist","the refugee system has been taken advantage of for people to skip the immigration process. i support immigration, but it has to be legal",0,246,"A1N3YG2X9SO4PN","traditional security","Some college/Associates","Associate or less","25 to 39",1,1,0,1,1,1,1.49802517460089
"141",444,"2021-12-08 10:09:55","2021-12-08 10:11:17","IP Address","154.13.48.240",100,81,"True","2021-12-08 10:11:17","R_31Xz4ivw8q3jAqI",NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN",1,1,1,1,-1,1,1,1,0,"Democrat",1,"Bachelor's degree","White",32,"$50,000 to $74,999","Male","Protestant","good",0,81,"A17EFMUJ0TLV2C","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"142",445,"2021-12-08 10:09:22","2021-12-08 10:11:18","IP Address","65.49.95.32",100,115,"True","2021-12-08 10:11:18","R_1mVhQVTTwLKJocO",NA,NA,NA,NA,39.9705047607422,-111.812896728516,"anonymous","EN",1,0,0,0,0,1,0,0,1,"Other",0,"Bachelor's degree","White",38,"Less than $20,000","Female","Other","no",0,115,"A2OFN0A5CPLH57","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.470898209055271
"143",446,"2021-12-08 10:09:52","2021-12-08 10:11:18","IP Address","184.103.35.224",100,86,"True","2021-12-08 10:11:18","R_O1fbftFRIcgq6d3",NA,NA,NA,NA,33.4889068603516,-112.217300415039,"anonymous","EN",1,1,0,0,0,0,-1,0,-1,"Democrat",0,"Associate degree","Hispanic or Latino",23,"$20,000 to $34,999","Male","Other","no comments",0,86,"A2HFVL6GHX9R9V","control","Some college/Associates","Associate or less","18 to 24",0,0,0,0,1,0,6
"144",447,"2021-12-08 10:08:30","2021-12-08 10:11:19","IP Address","154.13.55.45",100,168,"True","2021-12-08 10:11:19","R_1QMyNfg5nB9tM79",NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN",1,1,0,0,1,1,1,1,0,"Democrat",0,"Bachelor's degree","White",37,"$50,000 to $74,999","Female","Muslim","n/a",0,168,"AAQEKEJK2OO1S","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"145",448,"2021-12-08 10:07:55","2021-12-08 10:11:20","IP Address","67.233.187.157",100,204,"True","2021-12-08 10:11:20","R_2wBvzHRXIuL0F5N",NA,NA,NA,NA,28.9273986816406,-81.9819030761719,"anonymous","EN",1,1,0,-1,0,0,-1,0,-1,"Democrat",0,"Associate degree","White",52,"$35,000 to $49,999","Male","Catholic ","Have a nice day!",0,204,"A17AF42SNQNH9C","border security","Some college/Associates","Associate or less","40 to 59",0,1,0,0,1,0,2.34375586293784
"146",449,"2021-12-08 10:07:57","2021-12-08 10:11:23","IP Address","45.90.222.160",100,205,"True","2021-12-08 10:11:23","R_1nPafMm6pEjK6Bg",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,2,1,1,0,1,1,1,-1,"Democrat",0,"Bachelor's degree","White",60,"$50,000 to $74,999","Male","Catholic ","It is really interesting to participate.",0,205,"A3ELFY8YXCK4SU","border security","Bachelor's degree","Bachelor or higher","60+",0,0,0,0,0,0,1.29193445424344
"147",450,"2021-12-08 10:09:39","2021-12-08 10:11:24","IP Address","65.129.99.128",100,105,"True","2021-12-08 10:11:25","R_2TwaqxbHGgSANRj",NA,NA,NA,NA,43.7046051025391,-116.358299255371,"anonymous","EN",1,0,0,0,0,-2,0,0,2,"Other",0,"High school or equivalent","White",44,"Less than $20,000","Male","Protestant","",0,105,"A2MCRVU8I9VNHG","traditional security","High school or less","Associate or less","40 to 59",0,0,0,1,0,0,6
"148",451,"2021-12-08 10:10:16","2021-12-08 10:11:26","IP Address","208.203.211.121",100,69,"True","2021-12-08 10:11:26","R_2CH92g47VsOyvqU",NA,NA,NA,NA,40.6737060546875,-73.5335998535156,"anonymous","EN",1,1,2,0,-1,1,2,1,1,"Democrat",0,"Bachelor's degree","White",33,"$50,000 to $74,999","Male","Catholic ","",0,69,"A1ANE1156DB9C8","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"149",452,"2021-12-08 10:08:07","2021-12-08 10:11:27","IP Address","107.145.101.44",100,199,"True","2021-12-08 10:11:27","R_1d0k8kq6Y6oUsCE",NA,NA,NA,NA,28.2062072753906,-80.6874008178711,"anonymous","EN",1,1,1,1,-1,2,-1,1,1,"Republican",0,"Bachelor's degree","White",41,"$50,000 to $74,999","Male","Catholic ","None",0,199,"A1PF1T680LSXQ5","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,1,0,0.780842809307249
"150",453,"2021-12-08 10:06:40","2021-12-08 10:11:28","IP Address","147.124.212.211",100,288,"True","2021-12-08 10:11:28","R_21n48YGedah5kw5",NA,NA,NA,NA,32.7767028808594,-96.8050003051758,"anonymous","EN",1,1,1,0,0,0,-1,1,-1,"Democrat",0,"High school or equivalent","White",26,"$20,000 to $34,999","Female","Spiritual—not religious","No",0,288,"AOZ8ZWLX0ZPEQ","traditional security","High school or less","Associate or less","25 to 39",0,0,0,0,1,0,0.869561900918844
"151",454,"2021-12-08 10:07:37","2021-12-08 10:11:28","IP Address","73.71.182.153",100,231,"True","2021-12-08 10:11:29","R_2Tn0PKAvxDj6jU7",NA,NA,NA,NA,37.5625,-122.000396728516,"anonymous","EN",1,1,1,0,-1,2,1,1,-1,"Democrat",0,"Bachelor's degree","White",30,"Less than $20,000","Male","Catholic ","good survey",0,231,"A2Y9EMAU0CRFX9","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"152",455,"2021-12-08 10:07:34","2021-12-08 10:11:30","IP Address","107.80.217.134",100,236,"True","2021-12-08 10:11:30","R_3GBOy3ZrGfMwPYC",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,1,-1,0,1,2,1,-1,"Democrat",0,"Bachelor's degree","White",39,"$35,000 to $49,999","Male","Catholic ","Nice.",0,236,"A3243HCN0T5GJJ","control","Bachelor's degree","Bachelor or higher","25 to 39",0,1,0,0,0,0,0.29946735993746
"153",456,"2021-12-08 10:08:51","2021-12-08 10:11:31","IP Address","97.114.114.231",100,160,"True","2021-12-08 10:11:31","R_12fnikAn8phoX9a",NA,NA,NA,NA,34.9463958740234,-92.0322036743164,"anonymous","EN",1,1,0,0,0,-1,0,-1,1,"Other",0,"Some college coursework completed","White",59,"Less than $20,000","Male","Other","",0,160,"A3C7COPV48I37D","control","Some college/Associates","Associate or less","40 to 59",0,0,0,1,0,1,6
"154",457,"2021-12-08 10:10:01","2021-12-08 10:11:31","IP Address","98.10.58.230",100,89,"True","2021-12-08 10:11:31","R_26n05L8dYQ7exvV",NA,NA,NA,NA,43.1441955566406,-77.5503005981445,"anonymous","EN",1,2,1,1,0,1,-2,1,-2,"Democrat",0,"Master's degree","White",31,"$50,000 to $74,999","Female","Agnostic","no",0,89,"A2I4PRZ9IZMKON","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"155",458,"2021-12-08 10:09:50","2021-12-08 10:11:32","IP Address","71.47.166.122",100,101,"True","2021-12-08 10:11:32","R_UFt8tQTNU34Zzqx",NA,NA,NA,NA,28.4537963867188,-81.467399597168,"anonymous","EN",1,2,2,1,-2,2,1,2,2,"Republican",1,"Master's degree","White",35,"$50,000 to $74,999","Female","Protestant","interesting study.",0,101,"A2ADMKI6FDAO64","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"156",459,"2021-12-08 10:07:21","2021-12-08 10:11:35","IP Address","46.232.14.183",100,253,"True","2021-12-08 10:11:35","R_yxAa0dQiNGsWO2Z",NA,NA,NA,NA,39.0469055175781,-77.4903030395508,"anonymous","EN",1,1,-1,0,2,1,-2,1,1,"Democrat",0,"Master's degree","White",26,"$35,000 to $49,999","Female","Catholic ","interesting",0,253,"AF80Y4CDGKB1Z","control","Postgraduate degree","Bachelor or higher","25 to 39",1,0,0,0,1,0,0.29946735993746
"157",460,"2021-12-08 10:09:34","2021-12-08 10:11:35","IP Address","209.152.137.105",100,121,"True","2021-12-08 10:11:35","R_27y98vgetQyCufi",NA,NA,NA,NA,37.2442932128906,-90.9604034423828,"anonymous","EN",1,1,2,2,0,-2,-1,2,-2,"Democrat",0,"High school or equivalent","White",24,"Less than $20,000","Male","Agnostic","Thank you for being so generous.",0,121,"AQOSFDJDAQHEU","border security","High school or less","Associate or less","18 to 24",0,0,0,1,1,0,3.06966313259702
"158",461,"2021-12-08 10:09:26","2021-12-08 10:11:36","IP Address","70.92.101.12",100,130,"True","2021-12-08 10:11:36","R_12SzHlqSeH5CWXf",NA,NA,NA,NA,37.8249969482422,-87.5654983520508,"anonymous","EN",1,1,-2,-2,-1,-2,1,-2,1,"Other",0,"Some college coursework completed","White",40,"$50,000 to $74,999","Male","Agnostic","no",0,130,"A3PN17H3QT51O","border security","Some college/Associates","Associate or less","40 to 59",1,1,1,1,0,1,6
"159",462,"2021-12-08 10:10:10","2021-12-08 10:11:37","IP Address","31.131.8.97",100,87,"True","2021-12-08 10:11:38","R_3NEODSIAdAIoVF8",NA,NA,NA,NA,39.0469055175781,-77.4903030395508,"anonymous","EN",1,1,1,0,-1,0,1,0,0,"Other",0,"Bachelor's degree","White",38,"$75,000 to $99,999","Male","Catholic ","good",0,87,"A1T9QAVMYHHQFT","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.470898209055271
"160",463,"2021-12-08 10:07:48","2021-12-08 10:11:38","IP Address","202.182.64.187",100,230,"True","2021-12-08 10:11:38","R_2aLWmX2HSiog9ST",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,1,-1,1,2,1,1,"Democrat",1,"Bachelor's degree","Black or African American",38,"$35,000 to $49,999","Male","Catholic ","good survey",0,230,"A2493CJADMOXDD","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.422348538313275
"161",464,"2021-12-08 10:10:47","2021-12-08 10:11:39","IP Address","68.3.205.82",100,52,"True","2021-12-08 10:11:39","R_3dRiPCSeltV3LKK",NA,NA,NA,NA,33.3054046630859,-111.740097045898,"anonymous","EN",1,1,0,0,-1,-2,2,-2,-1,"Democrat",0,"Bachelor's degree","White",40,"$75,000 to $99,999","Male","Catholic ","",0,52,"A2XVOYY8BDEZXF","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,1,0,1,0.477924450816928
"162",465,"2021-12-08 10:06:55","2021-12-08 10:11:40","IP Address","73.236.39.243",100,284,"True","2021-12-08 10:11:40","R_3fpjbInKkP3KvG6",NA,NA,NA,NA,40.1040954589844,-80.6425018310547,"anonymous","EN",1,1,1,1,0,1,-1,2,-1,"Democrat",0,"Some college coursework completed","White",33,"Less than $20,000","Male","Agnostic","",0,284,"A3JSDZMBS8L87S","traditional security","Some college/Associates","Associate or less","25 to 39",0,0,0,0,1,0,0.869561900918844
"163",466,"2021-12-08 10:09:33","2021-12-08 10:11:42","IP Address","216.10.186.38",100,129,"True","2021-12-08 10:11:43","R_2ZDl1Basw3m5KRr",NA,NA,NA,NA,38.1080932617188,-76.7823028564453,"anonymous","EN",1,0,0,0,0,0,-1,0,0,"Democrat",0,"Some college coursework completed","White",27,"$50,000 to $74,999","Male","Other","N/A",0,129,"A1NRWXWPCAXDYP","border security","Some college/Associates","Associate or less","25 to 39",0,0,0,0,1,0,0.869561900918844
"164",467,"2021-12-08 10:10:15","2021-12-08 10:11:46","IP Address","108.46.250.154",100,90,"True","2021-12-08 10:11:47","R_2c6GZvJ0JgWWOaJ",NA,NA,NA,NA,40.6739959716797,-73.970100402832,"anonymous","EN",1,1,2,1,2,2,-2,1,-2,"Democrat",0,"Bachelor's degree","White",56,"Over $100,000","Male","Agnostic","",0,90,"A1RH3X41J9J05R","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"165",468,"2021-12-08 10:06:52","2021-12-08 10:11:47","IP Address","98.40.59.109",100,294,"True","2021-12-08 10:11:47","R_AMe3KhprwYBXqeJ",NA,NA,NA,NA,36.0130004882812,-84.2623977661133,"anonymous","EN",1,1,1,2,2,1,-2,2,-1,"Democrat",0,"Bachelor's degree","White",40,"$50,000 to $74,999","Male","Atheist","Everything worked fine, no issues. Have a good day!",0,294,"A1TYP11M6YZUK8","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"166",469,"2021-12-08 10:10:50","2021-12-08 10:11:48","IP Address","45.90.222.40",100,57,"True","2021-12-08 10:11:48","R_SBOu6wpFvinnt9n",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,2,0,1,-2,2,2,0,-2,"Democrat",0,"Master's degree","White",46,"$50,000 to $74,999","Female","Catholic ","GOOD",0,57,"A3KGOJE2AGS48K","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.477924450816928
"167",470,"2021-12-08 10:08:41","2021-12-08 10:11:48","IP Address","174.72.225.234",100,187,"True","2021-12-08 10:11:48","R_ba2bVOdUCEFMizv",NA,NA,NA,NA,36.1289978027344,-115.276496887207,"anonymous","EN",1,2,2,1,-2,1,2,-2,1,"Republican",1,"Master's degree","White",41,"$50,000 to $74,999","Female","Catholic ","good survey",0,187,"A3OZSMOZY53Q8W","border security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,1,0.780842809307249
"168",471,"2021-12-08 10:10:23","2021-12-08 10:11:48","IP Address","209.0.51.112",100,85,"True","2021-12-08 10:11:48","R_1IrRIdbAkv43bwk",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,0,1,-2,2,2,2,2,"Democrat",0,"Bachelor's degree","White",56,"Less than $20,000","Male","Catholic ","",0,85,"A2JM4IAGYG7WGW","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.477924450816928
"169",472,"2021-12-08 10:08:01","2021-12-08 10:11:52","IP Address","172.115.116.106",100,231,"True","2021-12-08 10:11:53","R_3q9UBBQUNgU7skk",NA,NA,NA,NA,34.2192993164062,-118.984199523926,"anonymous","EN",1,1,0,1,0,0,-1,0,-1,"Democrat",0,"Bachelor's degree","White",56,"$20,000 to $34,999","Female","Jewish","Nicely done.",0,231,"A1O57XVTTB1PNZ","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"170",473,"2021-12-08 10:09:33","2021-12-08 10:11:53","IP Address","98.177.125.62",100,139,"True","2021-12-08 10:11:53","R_1o5YvkZSTRzB8on",NA,NA,NA,NA,33.6069030761719,-112.282203674316,"anonymous","EN",1,2,-2,-2,-1,-2,1,-2,1,"Republican",0,"Bachelor's degree","White",57,"Less than $20,000","Male","Protestant","",0,139,"A2YR29YNFLZSUG","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",1,1,1,1,0,1,0.780842809307249
"171",474,"2021-12-08 10:08:30","2021-12-08 10:11:53","IP Address","24.3.137.56",100,203,"True","2021-12-08 10:11:53","R_3EokxpwA7sZnzOT",NA,NA,NA,NA,40.4324951171875,-79.8629989624023,"anonymous","EN",1,2,1,2,1,1,1,1,-1,"Democrat",1,"Bachelor's degree","White",47,"$35,000 to $49,999","Female","Catholic ","nice",0,203,"A2WJJNY8HGMPM5","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,0,0,0.477924450816928
"172",475,"2021-12-08 10:10:04","2021-12-08 10:11:57","IP Address","131.93.172.110",100,112,"True","2021-12-08 10:11:57","R_124OZraE00uoNA6",NA,NA,NA,NA,45.3134002685547,-93.5809020996094,"anonymous","EN",1,2,0,0,0,-2,0,-2,0,"Other",0,"Some college coursework completed","White",58,"$75,000 to $99,999","Male","Protestant","",0,112,"A2D98V3ZYWDMJO","control","Some college/Associates","Associate or less","40 to 59",0,0,0,1,0,1,6
"173",476,"2021-12-08 10:09:42","2021-12-08 10:12:03","IP Address","76.103.132.139",100,140,"True","2021-12-08 10:12:03","R_RPiqDQhU2wOwMkV",NA,NA,NA,NA,37.7044982910156,-122.074203491211,"anonymous","EN",1,0,1,0,2,-1,-2,0,0,"Other",1,"Bachelor's degree","Asian or Pacific Islander",41,"Over $100,000","Male","Atheist","",0,140,"A2RGIINM16ZVHY","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,1,1,0,0.960200427849031
